"","reference","record","lit.type","score","country","region1","habitat","habitat1","habitat2","start.year","end.year","study.type","species","assemblage","AE","basic.AE","higher.AE","reserve","designation","mowing","grazing","fertilizer","pesticide","nest.protect.ag","nest.protect.predation","groundwater.drainage","surface.water","predator.control","other.mgmt","mgmt.notes","overall.metric","specific.metric","metric.before","metric.after","stan.metric","stan.calc","stan.metric.before","stan.metric.after","stan.effect.size","sig","effect.dir","analysis.unit","sample.size","analysis1","analysis2","analysis3","log.effect.size","percent.change.effect.size","values.from.plot","success","failure","outcome","fertpest","water","nest.protect","reserve.desig","AE.level","study.length","metric"
"322",46,10,"primary","poor","United Kingdom","Scotland","unenclosed","upland","moorland",1984,1989,"experimental","snipe","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","crow and gull removal","abundance","mean number of breeding pairs in study area",3.7,10.7,"number of individuals/pairs (ratio)","",3.7,10.7,"1.89","N","none","individual","small","frequentist","univariate","chi square","0.980829253","1.89","",0,0,0,"none","none","none","none","none",6,"abundance"
"323",47,1,"primary","medium","Sweden","SW Sweden","pastoral","natural/semi-natural grassland","wet coastal meadow",1993,2004,"experimental","dunlin","Y","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures","productivity (nest level)","nest survival",0.41,0.67,"nest survival (Mayfield)","",0.41,0.67,"0.63","Y","positive","individual","medium","frequentist","univariate","GLM","0.251314428","0.63","",1,0,1,"none","none","applied","none","none",12,"productivity"
"324",47,2,"primary","medium","Sweden","SW Sweden","pastoral","natural/semi-natural grassland","wet coastal meadow",1993,2004,"experimental","dunlin","Y","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures","survival","percent depredated adults",12.5,7,"","",NA,NA,"","U","negative","individual","medium","","","","-0.550046337","-0.44","",0,0,0,"none","none","applied","none","none",12,"survival"
"325",47,3,"primary","medium","Sweden","SW Sweden","pastoral","natural/semi-natural grassland","wet coastal meadow",1993,2004,"experimental","dunlin","Y","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures","productivity (nest level)","chicks hatched per pair",1.951178038,2.84878837,"","",NA,NA,"","Y","positive","individual","medium","frequentist","univariate","t-test","0.312029859","0.46","Y",1,0,1,"none","none","applied","none","none",12,"productivity"
"326",47,4,"primary","medium","Sweden","SW Sweden","pastoral","natural/semi-natural grassland","wet coastal meadow",1993,2004,"experimental","dunlin","Y","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures","productivity (nest + chick)","fledglings per breeding adult",0.21,0.16,"fledglings per breeding pair","",0.41,0.31,"-0.24","U","negative","individual","medium","","","","-0.07","-0.24","Y",0,0,0,"none","none","applied","none","none",12,"productivity"
"327",47,5,"primary","medium","Sweden","SW Sweden","pastoral","natural/semi-natural grassland","wet coastal meadow",1993,2004,"experimental","dunlin","Y","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures","recruitment","recruits per breeding adult",0.141677763,0.070306258,"","",NA,NA,"","U","negative","individual","medium","","","","-0.117912739","-0.5","Y",0,0,0,"none","none","applied","none","none",12,"recruitment"
"328",48,1,"primary","good","Finland","Pukkila","arable","farmland","arable",2000,2001,"correlative","lapwing","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","","abundance","breeding density (log(number of territories/arable area (ha) + 1)",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","large","frequentist","multivariate","spatial autoregressive models","","","",1,0,1,"none","none","none","none","none",2,"abundance"
"329",48,2,"primary","good","Finland","Pukkila","arable","farmland","arable",2000,2001,"correlative","lapwing","Y","none","none","none","none","none","none","none","restricted","restricted","none","none","none","none","none","organic","","abundance","breeding density (log(number of territories/arable area (ha) + 1)",0.05065789,0.07675439,"","",NA,NA,"","Y","positive","field/plot/site","large","frequentist","multivariate","spatial autoregressive models","0.046302782","0.52","Y",1,0,1,"reduced","none","none","none","none",2,"abundance"
"330",49,1,"primary","good","Switzerland","","mixed arable/pastoral","farmland","arable, improved grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures (both around single nests and multiple nests)","productivity (chick level)","daily survival rate (chick, day)",0.9769139,0.9789474,"chick survival","",0.41,0.45,"0.08","N","none","individual","large","model selection","multivariate","AIC","0.001375911","0","Y",0,0,0,"none","none","applied","none","none",2,"productivity"
"331",49,2,"primary","good","Switzerland","","mixed arable/pastoral","farmland","arable, improved grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures (both around single nests and multiple nests)","productivity (chick level)","daily survival rate (chick, night)",0.899,0.99,"chick survival","",0.02,0.68,"38.02","Y","positive","individual","large","model selection","multivariate","AIC","0.063018424","0.1","",1,0,1,"none","none","applied","none","none",2,"productivity"
"332",49,3,"primary","good","Switzerland","","mixed arable/pastoral","farmland","arable, improved grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures (both around single nests and multiple nests)","productivity (chick level)","daily survival rate (chick)",0.938,0.984,"chick survival","",0.09,0.54,"5.17","Y","positive","individual","large","model selection","multivariate","AIC","0.031487885","0.05","",1,0,1,"none","none","applied","none","none",2,"productivity"
"333",49,4,"primary","good","Switzerland","","mixed arable/pastoral","farmland","arable, improved grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","none","nest exclosures (both around single nests and multiple nests)","productivity (chick level)","chick survival",0,0.24,"chick survival","",0,0.24,"#DIV/0!","Y","positive","individual","large","model selection","multivariate","AIC","0.392042088","#DIV/0!","",1,0,1,"none","none","applied","none","none",2,"productivity"
"334",50,1,"primary","good","Netherlands","","pastoral","farmland","lowland wet grassland, lowland grassland, improved grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","applied","none","applied","none","none","reduced","reduced","none","none","applied","none","none","applied","none","refuge/grass margins","mosaic management","productivity (nest level)","nest survival",0.33,0.55,"nest survival (Mayfield)","",0.33,0.55,"0.67","Y","positive","individual","large","frequentist","multivariate","GLM","0.235119742","0.67","",1,0,1,"none","applied","applied","none","higher",3,"productivity"
"335",50,2,"primary","good","Netherlands","","pastoral","farmland","lowland wet grassland, lowland grassland, improved grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","applied","none","applied","none","none","reduced","reduced","none","none","applied","none","none","applied","none","refuge/grass margins","mosaic management","productivity (nest level)","chicks hatched per pair",1.37,2.09,"","",NA,NA,"","Y","positive","individual","large","frequentist","multivariate","GLM","0.325719445","0.53","",1,0,1,"none","applied","applied","none","higher",3,"productivity"
"336",50,3,"primary","good","Netherlands","","pastoral","farmland","lowland wet grassland, lowland grassland, improved grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","applied","none","applied","none","none","reduced","reduced","none","none","applied","none","none","applied","none","refuge/grass margins","mosaic management","productivity (chick level)","chick survival",0.11,0.11,"chick survival","",0.11,0.11,"0","N","none","individual","large","frequentist","multivariate","GLM","0","0","",0,0,0,"none","applied","applied","none","higher",3,"productivity"
"337",50,4,"primary","good","Netherlands","","pastoral","farmland","lowland wet grassland, lowland grassland, improved grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","applied","none","applied","none","none","reduced","reduced","none","none","applied","none","none","applied","none","refuge/grass margins","mosaic management","productivity (nest + chick)","fledglings per breeding pair",0.16,0.28,"fledglings per breeding pair","",0.16,0.28,"0.75","N","positive","individual","large","frequentist","multivariate","GLM","0.167054085","0.75","",0,0,0,"none","applied","applied","none","higher",3,"productivity"
"338",51,1,"primary","medium","Netherlands","","pastoral","farmland","lowland wet grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","reference level is uncut grassland","productivity (chick level)","chick mortality",1,0.6,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,1.67,"0.67","N","none","individual","large","frequentist","multivariate","hazard ratio","-0.310154928","-0.4","",0,0,0,"none","none","none","none","none",3,"productivity"
"339",51,2,"primary","medium","Netherlands","","mixed arable/pastoral","farmland","lowland wet grassland, arable",2003,2005,"semi-experimental","lapwing","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","reference level is uncut grassland","productivity (chick level)","chick mortality",1,0.2,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,5,"4","Y","positive","individual","large","frequentist","multivariate","hazard ratio","-0.762140052","-0.8","",1,0,1,"none","none","none","none","none",3,"productivity"
"340",51,3,"primary","medium","Netherlands","","pastoral","farmland","lowland wet grassland",2003,2005,"semi-experimental","black-tailed godwit","N","none","none","none","none","none","none","none","none","none","none","none","none","none","none","refuge/grass margins","","productivity (chick level)","chick mortality",1,1.9,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,0.53,"-0.47","N","none","individual","large","frequentist","multivariate","hazard ratio","0.470003629","0.9","",0,0,0,"none","none","none","none","none",3,"productivity"
"341",51,4,"primary","medium","Netherlands","","pastoral","farmland","lowland wet grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","none","reference level is uncut grassland","productivity (chick level)","chick mortality",1,1.8,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,0.56,"-0.44","N","none","individual","large","frequentist","multivariate","hazard ratio","0.427444015","0.8","",0,0,0,"none","none","none","none","none",3,"productivity"
"342",51,5,"primary","medium","Netherlands","","mixed arable/pastoral","farmland","lowland wet grassland, arable",2003,2005,"semi-experimental","lapwing","Y","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","none","reference level is uncut grassland","productivity (chick level)","chick mortality",1,1.6,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,0.63,"-0.38","N","none","individual","large","frequentist","multivariate","hazard ratio","0.336472237","0.6","",0,0,0,"none","none","none","none","none",3,"productivity"
"343",51,6,"primary","medium","Netherlands","","pastoral","farmland","lowland wet grassland",2003,2005,"semi-experimental","black-tailed godwit","Y","none","none","none","none","none","applied","applied","none","none","none","none","none","none","none","none","either mowing or grazing (short sward is management effect); reference level is uncut grassland","productivity (chick level)","chick mortality",1,2,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,0.5,"-0.5","N","none","individual","large","frequentist","multivariate","hazard ratio","0.510825624","1","",0,0,0,"none","none","none","none","none",3,"productivity"
"344",51,7,"primary","medium","Netherlands","","mixed arable/pastoral","farmland","lowland wet grassland, arable",2003,2005,"semi-experimental","lapwing","Y","none","none","none","none","none","applied","applied","none","none","none","none","none","none","none","none","either mowing or grazing (short sward is management effect); reference level is uncut grassland","productivity (chick level)","chick mortality",1,0.8,"chick survival (ratio)","survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality",1,1.25,"0.25","N","none","individual","large","frequentist","multivariate","hazard ratio","-0.143100844","-0.2","",0,0,0,"none","none","none","none","none",3,"productivity"
"345",52,1,"primary","medium","United Kingdom","England","arable","farmland","arable",2000,2003,"experimental","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","none","lapwing targeted management","abundance change","change in number of breeding pairs 2000-2003",-1.489661635,1.787673087,"","",NA,NA,"","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","#NUM!","2.2","Y",1,0,1,"none","none","none","none","higher",4,"abundance"
"346",53,1,"primary","medium","United Kingdom","England","arable","farmland","arable",1999,2000,"semi-experimental","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","fallow/set-aside","lapwing targeted management","productivity (nest level)","nest survival",0.402,0.761,"nest survival (Mayfield)","",0.402,0.761,"0.89","Y","positive","individual","large","frequentist","multivariate","GLM","0.335045816","0.89","",1,0,1,"none","none","none","none","higher",2,"productivity"
"347",53,2,"primary","medium","United Kingdom","England","arable","farmland","arable",1999,2000,"semi-experimental","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","fallow/set-aside","lapwing targeted management","productivity (nest level)","nest survival",0.418,0.719,"nest survival (Mayfield)","",0.418,0.719,"0.72","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.283588739","0.72","",1,0,1,"none","none","none","none","higher",2,"productivity"
"348",54,1,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","amount of pool edge","occupancy","probability of field occupancy",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","","","",1,0,1,"none","applied","none","none","none",1,"occupancy"
"349",54,2,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","grazing intensity","occupancy","probability of field occupancy",NA,NA,"","",NA,NA,"","N","none","field/plot/site","small","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","none",1,"occupancy"
"350",54,3,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","principal component all surface water variables","abundance","breeding density (pairs/ha)",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","small","frequentist","multivariate","PCA, GLM","","","",1,0,1,"none","applied","none","none","none",1,"abundance"
"351",54,4,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","","abundance","breeding density (pairs/ha)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","small","frequentist","multivariate","PCA, GLM","","","",0,0,0,"none","none","none","none","none",1,"abundance"
"352",54,5,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","","productivity (nest level)","daily survival rate",NA,NA,"","",NA,NA,"","N","no data","individual","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",1,"productivity"
"353",54,6,"primary","medium","United Kingdom","England","mixed pastoral/unenclosed","natural/semi-natural grassland","wet coastal meadow, lowland wet grassland, saltmarsh",2003,2003,"correlative","redshank","N","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","","productivity (nest level)","daily survival rate",NA,NA,"","",NA,NA,"","N","no data","individual","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","none",1,"productivity"
"354",55,1,"primary","medium","United Kingdom","England, Wales and Northern Ireland","pastoral","upland","upland grassland, improved grassland",2006,2010,"correlative","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","none","","abundance","breeding density (pairs/ha)",0.06,0.08,"number of pairs/100ha","calculated by *100",6,8,"0.33","Y","positive","field/plot/site","large","frequentist","multivariate","GLMM","0.03509132","0.33","",1,0,1,"none","none","none","none","higher",5,"abundance"
"355",55,2,"primary","medium","United Kingdom","England, Wales and Northern Ireland","pastoral","upland","upland grassland, improved grassland",2006,2010,"correlative","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","none","","abundance change","",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GLMM","","","",0,0,0,"none","none","none","none","higher",5,"abundance"
"356",55,3,"primary","medium","United Kingdom","England, Wales and Northern Ireland","pastoral","upland","upland grassland, improved grassland",2006,2010,"correlative","lapwing","N","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","none","","productivity (nest + chick)","fledglings per breeding pair",0.17,0.34,"fledglings per breeding pair","",0.17,0.34,"1.02","Y","positive","field/plot/site","large","frequentist","multivariate","GLMM","0.23","1.02","Y",1,0,1,"none","none","none","none","higher",5,"productivity"
"357",55,4,"primary","medium","United Kingdom","England, Wales and Northern Ireland","pastoral","upland","upland grassland, improved grassland",2006,2010,"correlative","lapwing","N","applied","none","applied","none","none","none","applied","none","none","none","none","none","none","none","none","rough grazing and grazed pasture management options","abundance","breeding density (pairs/ha)",0.159692,0.1925717,"number of pairs/100ha","calculated by *100",15.97,19.26,"0.21","Y","positive","field/plot/site","large","frequentist","multivariate","GLMM, Kruskal-Wallis ranking","0.048638711","0.21","Y",1,0,1,"none","none","none","none","higher",5,"abundance"
"358",55,5,"primary","medium","United Kingdom","England, Wales and Northern Ireland","pastoral","upland","upland grassland, improved grassland",2006,2010,"correlative","lapwing","N","applied","none","applied","none","none","none","applied","none","none","none","none","none","none","none","none","rough grazing and grazed pasture management options","productivity (nest + chick)","fledglings per breeding pair (offset by site pairs)",0.02,0.03,"fledglings per breeding pair","",0.02,0.03,"0.38","Y","positive","field/plot/site","large","frequentist","multivariate","GLMM, Kruskal-Wallis ranking","0.013478143","0.38","Y",1,0,1,"none","none","none","none","higher",5,"productivity"
"359",56,1,"primary","medium","United Kingdom","England","arable","farmland","arable",1998,2003,"semi-experimental","lapwing","N","applied","none","none","none","none","none","none","none","restricted","none","none","none","none","none","none","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","U","positive","field/plot/site","large","model selection","multivariate","AIC","","","",0,0,0,"reduced","none","none","none","basic",6,"occupancy"
"360",56,2,"primary","medium","United Kingdom","England","arable","farmland","arable",1998,2003,"semi-experimental","lapwing","N","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","seed-provision","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","U","positive","field/plot/site","large","model selection","multivariate","AIC","","","",0,0,0,"none","none","none","none","basic",6,"occupancy"
"361",56,3,"primary","medium","United Kingdom","England","arable","farmland","arable",1998,2003,"semi-experimental","lapwing","N","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","refuge/grass margins","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","U","negative","field/plot/site","large","model selection","multivariate","AIC","","","",0,0,0,"none","none","none","none","basic",6,"occupancy"
"362",56,4,"primary","medium","United Kingdom","England","arable","farmland","arable",1998,2003,"semi-experimental","lapwing","N","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","refuge/grass margins","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","U","negative","field/plot/site","large","model selection","multivariate","AIC","","","",0,0,0,"none","none","none","none","basic",6,"occupancy"
"363",56,5,"primary","medium","United Kingdom","England","arable","farmland","arable",1998,2003,"semi-experimental","lapwing","N","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","abundance change","between year change in maximum count",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","basic",6,"abundance"
"364",57,1,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","oystercatcher","Y","applied","none","none","none","none","reduced","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",4.54,5.49,"number of individuals /100ha","calculated by *10",45.4,54.9,"0.21","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.17267568","0.21","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"365",57,2,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","black-tailed godwit","Y","applied","none","none","none","none","reduced","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",13.75,17.35,"number of individuals /100ha","calculated by *10",137.5,173.53,"0.26","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.225398185","0.26","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"366",57,3,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","redshank","Y","applied","none","none","none","none","reduced","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",2.81,5.03,"number of individuals /100ha","calculated by *10",28.13,50.26,"0.79","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.511725208","0.79","Y",1,0,1,"none","none","applied","none","basic",1,"abundance"
"367",57,4,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","lapwing","Y","applied","none","none","none","none","reduced","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",14.55,15.56,"number of individuals /100ha","calculated by *10",145.49,155.62,"0.07","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.065164847","0.07","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"368",57,5,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","oystercatcher","Y","applied","none","none","none","none","reduced","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/10ha)",4.37,2.03,"number of individuals /100ha","calculated by *10",43.65,20.31,"-0.53","N","negative","field/plot/site","medium","frequentist","multivariate","GLM","-0.653432008","-0.53","Y",0,0,0,"none","none","none","none","basic",1,"abundance"
"369",57,6,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","black-tailed godwit","Y","applied","none","none","none","none","reduced","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/10ha)",11.36,17.37,"number of individuals /100ha","calculated by *10",113.64,173.67,"0.53","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.409422861","0.53","Y",0,0,0,"none","none","none","none","basic",1,"abundance"
"370",57,7,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","redshank","Y","applied","none","none","none","none","reduced","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/10ha)",5.35,6.75,"number of individuals /100ha","calculated by *10",53.53,67.46,"0.26","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.213421977","0.26","Y",0,0,0,"none","none","none","none","basic",1,"abundance"
"371",57,8,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","lapwing","Y","applied","none","none","none","none","reduced","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/10ha)",17.85,12.61,"number of individuals /100ha","calculated by *10",178.47,126.08,"-0.29","Y","negative","field/plot/site","medium","frequentist","multivariate","GLM","-0.336239117","-0.29","Y",0,1,-1,"none","none","none","none","basic",1,"abundance"
"372",57,9,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","oystercatcher","Y","applied","none","none","none","none","none","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",4.42,6,"number of individuals /100ha","calculated by *10",44.21,60.03,"0.36","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.278702583","0.36","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"373",57,10,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","black-tailed godwit","Y","applied","none","none","none","none","none","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",14.14,16.92,"number of individuals /100ha","calculated by *10",141.36,169.18,"0.2","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.174008923","0.2","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"374",57,11,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","redshank","Y","applied","none","none","none","none","none","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",2.38,4.84,"number of individuals /100ha","calculated by *10",23.78,48.44,"1.04","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.618877345","1.04","Y",1,0,1,"none","none","applied","none","basic",1,"abundance"
"375",57,12,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","lapwing","Y","applied","none","none","none","none","none","none","none","none","applied","none","none","none","none","none","","abundance","breeding density (birds/10ha)",13.99,15.82,"number of individuals /100ha","calculated by *10",139.87,158.22,"0.13","N","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.119227561","0.13","Y",0,0,0,"none","none","applied","none","basic",1,"abundance"
"376",57,13,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","oystercatcher","Y","applied","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","","","",1,0,1,"none","reduced","none","none","basic",1,"abundance"
"377",57,14,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","black-tailed godwit","Y","applied","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","basic",1,"abundance"
"378",57,15,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","redshank","Y","applied","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","basic",1,"abundance"
"379",57,16,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","lapwing","Y","applied","none","none","none","none","none","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","basic",1,"abundance"
"380",57,17,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","oystercatcher","Y","none","none","none","none","none","reduced","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","none",1,"abundance"
"381",57,18,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","black-tailed godwit","Y","none","none","none","none","none","reduced","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","none",1,"abundance"
"382",57,19,"primary","medium","Netherlands","","pastoral","natural/semi-natural grassland, farmland","lowland wet grassland",2004,2004,"experimental","redshank","Y","none","none","none","none","none","reduced","none","none","none","none","none","applied","none","none","none","groundwater may be lowered by farmers","abundance","breeding density (birds/10ha)",NA,NA,"","",NA,NA,"","N","no data","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","reduced","none","none","none",1,"abundance"
