reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
46	3	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	redshank	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	productivity (nest level)	percentage of adults with young	0	0.75			NA	NA		3 years	3 years	0	15.9	sd	Y	positive	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	productivity	1	0	1
46	4	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	oystercatcher	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	productivity (nest level)	percentage of adults with young	0	0.29			NA	NA		3 years	3 years	0	12.1	sd	N	positive	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	productivity	0	0	0
46	5	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	snipe	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	productivity (nest level)	percentage of adults with young	0.42	0.57			NA	NA		3 years	3 years	16.1	12.1	sd	N	positive	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	productivity	0	0	0
46	6	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	abundance	mean number of breeding pairs in study area	18	16.3	number of individuals/pairs (ratio)		18	16.3	-0.09	3 years	3 years	3.46	3.21	sd	N	negative	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	abundance	0	0	0
46	7	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	curlew	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	abundance	mean number of breeding pairs in study area	16.7	16.7	number of individuals/pairs (ratio)		16.7	16.7	0.00	3 years	3 years	4.73	0.58	sd	N	none	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	abundance	0	0	0
46	8	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	redshank	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	abundance	mean number of breeding pairs in study area	4.7	6.7	number of individuals/pairs (ratio)		4.7	6.7	0.43	3 years	3 years	1.53	0.58	sd	N	positive	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	abundance	0	0	0
46	9	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	oystercatcher	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	abundance	mean number of breeding pairs in study area	7.3	5.3	number of individuals/pairs (ratio)		7.3	5.3	-0.27	3 years	3 years	3.21	1.53	sd	N	negative	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	abundance	0	0	0
46	10	primary	poor	United Kingdom	Scotland	unenclosed	upland	moorland	1984	1989	experimental	snipe	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	crow and gull removal	abundance	mean number of breeding pairs in study area	3.7	10.7	number of individuals/pairs (ratio)		3.7	10.7	1.89	3 years	3 years	1.53	2.08	sd	N	positive	individual	small	frequentist	univariate	chi square		none	none	none	none	none	6	abundance	0	0	0
47	1	primary	medium	Sweden	SW Sweden	pastoral	natural/semi-natural grassland	wet coastal meadow	1993	2004	experimental	dunlin	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	nest survival	0.41	0.67	nest survival (Mayfield)		0.41	0.67	0.63						Y	positive	individual	medium	frequentist	univariate	GLM		none	none	applied	none	none	12	productivity	1	0	1
47	2	primary	medium	Sweden	SW Sweden	pastoral	natural/semi-natural grassland	wet coastal meadow	1993	2004	experimental	dunlin	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	survival	percent depredated adults	12.5	7			NA	NA							U	negative	individual	medium					none	none	applied	none	none	12	survival	0	0	0
47	3	primary	medium	Sweden	SW Sweden	pastoral	natural/semi-natural grassland	wet coastal meadow	1993	2004	experimental	dunlin	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	chicks hatched per pair	1.951178038	2.84878837			NA	NA							Y	positive	individual	medium	frequentist	univariate	t-test	Y	none	none	applied	none	none	12	productivity	1	0	1
47	4	primary	medium	Sweden	SW Sweden	pastoral	natural/semi-natural grassland	wet coastal meadow	1993	2004	experimental	dunlin	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest + chick)	fledglings per breeding adult	0.21	0.16	fledglings per breeding pair		0.41	0.31	-0.24						U	negative	individual	medium				Y	none	none	applied	none	none	12	productivity	0	0	0
47	5	primary	medium	Sweden	SW Sweden	pastoral	natural/semi-natural grassland	wet coastal meadow	1993	2004	experimental	dunlin	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	recruitment	recruits per breeding adult	0.141677763	0.070306258			NA	NA							U	negative	individual	medium				Y	none	none	applied	none	none	12	recruitment	0	0	0
48	1	primary	good	Finland	Pukkila	arable	farmland	arable	2000	2001	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none		abundance	breeding density (log(number of territories/arable area (ha) + 1)	NA	NA			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	spatial autoregressive models		none	none	none	none	none	2	abundance	1	0	1
48	2	primary	good	Finland	Pukkila	arable	farmland	arable	2000	2001	correlative	lapwing	Y	none	none	none	none	none	none	none	restricted	restricted	none	none	none	none	none	organic		abundance	breeding density (log(number of territories/arable area (ha) + 1)	0.05065789	0.07675439			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	spatial autoregressive models	Y	reduced	none	none	none	none	2	abundance	1	0	1
49	1	primary	good	Switzerland		mixed arable/pastoral	farmland	arable, improved grassland	2006	2007	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures (both around single nests and multiple nests)	productivity (chick level)	daily survival rate (chick, day)	0.9769139	0.9789474	chick survival		0.41	0.45	0.08						N	none	individual	large	model selection	multivariate	AIC	Y	none	none	applied	none	none	2	productivity	0	0	0
49	2	primary	good	Switzerland		mixed arable/pastoral	farmland	arable, improved grassland	2006	2007	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures (both around single nests and multiple nests)	productivity (chick level)	daily survival rate (chick, night)	0.899	0.99	chick survival		0.02	0.68	38.02						Y	positive	individual	large	model selection	multivariate	AIC		none	none	applied	none	none	2	productivity	1	0	1
49	3	primary	good	Switzerland		mixed arable/pastoral	farmland	arable, improved grassland	2006	2007	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures (both around single nests and multiple nests)	productivity (chick level)	daily survival rate (chick)	0.938	0.984	chick survival		0.09	0.54	5.17						Y	positive	individual	large	model selection	multivariate	AIC		none	none	applied	none	none	2	productivity	1	0	1
49	4	primary	good	Switzerland		mixed arable/pastoral	farmland	arable, improved grassland	2006	2007	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures (both around single nests and multiple nests)	productivity (chick level)	chick survival	0	0.24	chick survival		0	0.24	#DIV/0!						Y	positive	individual	large	model selection	multivariate	AIC		none	none	applied	none	none	2	productivity	1	0	1
50	1	primary	good	Netherlands		pastoral	farmland	lowland wet grassland, lowland grassland, improved grassland	2003	2005	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	reduced	none	none	applied	none	none	applied	none	refuge/grass margins	mosaic management	productivity (nest level)	nest survival	0.33	0.55	nest survival (Mayfield)		0.33	0.55	0.67						Y	positive	individual	large	frequentist	multivariate	GLM		none	applied	applied	none	higher	3	productivity	1	0	1
50	2	primary	good	Netherlands		pastoral	farmland	lowland wet grassland, lowland grassland, improved grassland	2003	2005	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	reduced	none	none	applied	none	none	applied	none	refuge/grass margins	mosaic management	productivity (nest level)	chicks hatched per pair	1.37	2.09			NA	NA							Y	positive	individual	large	frequentist	multivariate	GLM		none	applied	applied	none	higher	3	productivity	1	0	1
50	3	primary	good	Netherlands		pastoral	farmland	lowland wet grassland, lowland grassland, improved grassland	2003	2005	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	reduced	none	none	applied	none	none	applied	none	refuge/grass margins	mosaic management	productivity (chick level)	chick survival	0.11	0.11	chick survival		0.11	0.11	0.00						N	none	individual	large	frequentist	multivariate	GLM		none	applied	applied	none	higher	3	productivity	0	0	0
50	4	primary	good	Netherlands		pastoral	farmland	lowland wet grassland, lowland grassland, improved grassland	2003	2005	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	reduced	none	none	applied	none	none	applied	none	refuge/grass margins	mosaic management	productivity (nest + chick)	fledglings per breeding pair	0.16	0.28	fledglings per breeding pair		0.16	0.28	0.75						N	positive	individual	large	frequentist	multivariate	GLM		none	applied	applied	none	higher	3	productivity	0	0	0
51	1	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2003	2005	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	reference level is uncut grassland	productivity (chick level)	chick mortality	1	0.6	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	1.67	0.67						N	positive	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	0	0
51	2	primary	medium	Netherlands		mixed arable/pastoral	farmland	lowland wet grassland, arable	2003	2005	semi-experimental	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	reference level is uncut grassland	productivity (chick level)	chick mortality	1	0.2	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	5	4.00						Y	positive	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	1	0	1
51	3	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2003	2005	semi-experimental	black-tailed godwit	N	none	none	none	none	none	none	none	none	none	none	none	none	none	none	refuge/grass margins		productivity (chick level)	chick mortality	1	1.9	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	0.53	-0.47						N	negative	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	0	0
51	4	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2003	2005	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	reference level is uncut grassland	productivity (chick level)	chick mortality	1	1.8	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	0.56	-0.44						N	negative	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	0	0
51	5	primary	medium	Netherlands		mixed arable/pastoral	farmland	lowland wet grassland, arable	2003	2005	semi-experimental	lapwing	Y	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	reference level is uncut grassland	productivity (chick level)	chick mortality	1	1.6	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	0.63	-0.38						N	negative	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	0	0
51	6	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2003	2005	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	applied	applied	none	none	none	none	none	none	none	none	either mowing or grazing (short sward is management effect); reference level is uncut grassland	productivity (chick level)	chick mortality	1	2	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	0.5	-0.50						Y	negative	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	1	-1
51	7	primary	medium	Netherlands		mixed arable/pastoral	farmland	lowland wet grassland, arable	2003	2005	semi-experimental	lapwing	Y	none	none	none	none	none	applied	applied	none	none	none	none	none	none	none	none	either mowing or grazing (short sward is management effect); reference level is uncut grassland	productivity (chick level)	chick mortality	1	0.8	chick survival (ratio)	survival from predation, relative to reference, survival ratio calculated by dividing reference mortality by 'after management' mortality	1	1.25	0.25						N	positive	individual	large	frequentist	multivariate	hazard ratio		none	none	none	none	none	3	productivity	0	0	0
52	1	primary	medium	United Kingdom	England	arable	farmland	arable	2000	2003	experimental	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none	lapwing targeted management	abundance change	change in number of breeding pairs 2000-2003	-1.489661635	1.787673087			NA	NA							Y	positive	field/plot/site	small	frequentist	multivariate	GLM	Y	none	none	none	none	higher	4	abundance	1	0	1
53	1	primary	medium	United Kingdom	England	arable	farmland	arable	1999	2000	semi-experimental	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	fallow/set-aside	lapwing targeted management	productivity (nest level)	nest survival	0.402	0.761	nest survival (Mayfield)		0.402	0.761	0.89						Y	positive	individual	large	frequentist	multivariate	GLM		none	none	none	none	higher	2	productivity	1	0	1
53	2	primary	medium	United Kingdom	England	arable	farmland	arable	1999	2000	semi-experimental	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	fallow/set-aside	lapwing targeted management	productivity (nest level)	nest survival	0.418	0.719	nest survival (Mayfield)		0.418	0.719	0.72						Y	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	higher	2	productivity	1	0	1
54	1	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	none	none	none	none	none	restricted	applied	none	none	amount of pool edge	occupancy	probability of field occupancy	NA	NA			NA	NA							Y	positive	field/plot/site	small	frequentist	multivariate	GLM		none	applied	none	none	none	1	occupancy	1	0	1
54	2	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	grazing intensity	occupancy	probability of field occupancy	NA	NA			NA	NA							N	no data	field/plot/site	small	frequentist	multivariate	GLM		none	none	none	none	none	1	occupancy	0	0	0
54	3	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	none	none	none	none	none	restricted	applied	none	none	principal component all surface water variables	abundance	breeding density (pairs/ha)	NA	NA			NA	NA							Y	positive	field/plot/site	small	frequentist	multivariate	PCA, GLM		none	applied	none	none	none	1	abundance	1	0	1
54	4	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none		abundance	breeding density (pairs/ha)	NA	NA			NA	NA							N	no data	field/plot/site	small	frequentist	multivariate	PCA, GLM		none	none	none	none	none	1	abundance	0	0	0
54	5	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	none	none	none	none	none	restricted	applied	none	none		productivity (nest level)	daily survival rate	NA	NA			NA	NA							N	no data	individual	medium	frequentist	multivariate	GLM		none	applied	none	none	none	1	productivity	0	0	0
54	6	primary	medium	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, lowland wet grassland, saltmarsh	2003	2003	correlative	redshank	N	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none		productivity (nest level)	daily survival rate	NA	NA			NA	NA							N	no data	individual	medium	frequentist	multivariate	GLM		none	none	none	none	none	1	productivity	0	0	0
55	1	primary	medium	United Kingdom	England, Wales and Northern Ireland	pastoral	upland	upland grassland, improved grassland	2006	2010	correlative	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density (pairs/ha)	0.06	0.08	number of pairs/100ha	calculated by *100	6	8	0.33						Y	positive	field/plot/site	large	frequentist	multivariate	GLMM		none	none	none	none	higher	5	abundance	1	0	1
55	2	primary	medium	United Kingdom	England, Wales and Northern Ireland	pastoral	upland	upland grassland, improved grassland	2006	2010	correlative	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance change		NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLMM		none	none	none	none	higher	5	abundance	0	0	0
55	3	primary	medium	United Kingdom	England, Wales and Northern Ireland	pastoral	upland	upland grassland, improved grassland	2006	2010	correlative	lapwing	N	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		productivity (nest + chick)	fledglings per breeding pair	0.17	0.34	fledglings per breeding pair		0.17	0.34	1.02						Y	positive	field/plot/site	large	frequentist	multivariate	GLMM	Y	none	none	none	none	higher	5	productivity	1	0	1
55	4	primary	medium	United Kingdom	England, Wales and Northern Ireland	pastoral	upland	upland grassland, improved grassland	2006	2010	correlative	lapwing	N	applied	none	applied	none	none	none	applied	none	none	none	none	none	none	none	none	rough grazing and grazed pasture management options	abundance	breeding density (pairs/ha)	0.159692	0.1925717	number of pairs/100ha	calculated by *100	15.97	19.26	0.21						Y	positive	field/plot/site	large	frequentist	multivariate	GLMM, Kruskal-Wallis ranking	Y	none	none	none	none	higher	5	abundance	1	0	1
55	5	primary	medium	United Kingdom	England, Wales and Northern Ireland	pastoral	upland	upland grassland, improved grassland	2006	2010	correlative	lapwing	N	applied	none	applied	none	none	none	applied	none	none	none	none	none	none	none	none	rough grazing and grazed pasture management options	productivity (nest + chick)	fledglings per breeding pair (offset by site pairs)	0.02	0.03	fledglings per breeding pair		0.02	0.03	0.38						Y	positive	field/plot/site	large	frequentist	multivariate	GLMM, Kruskal-Wallis ranking	Y	none	none	none	none	higher	5	productivity	1	0	1
56	1	primary	medium	United Kingdom	England	arable	farmland	arable	1998	2003	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	restricted	none	none	none	none	none	none		occupancy	presence/absence	NA	NA			NA	NA							U	positive	field/plot/site	large	model selection	multivariate	AIC		reduced	none	none	none	basic	6	occupancy	0	0	0
56	2	primary	medium	United Kingdom	England	arable	farmland	arable	1998	2003	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	seed-provision		occupancy	presence/absence	NA	NA			NA	NA							U	positive	field/plot/site	large	model selection	multivariate	AIC		none	none	none	none	basic	6	occupancy	0	0	0
56	3	primary	medium	United Kingdom	England	arable	farmland	arable	1998	2003	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	refuge/grass margins		occupancy	presence/absence	NA	NA			NA	NA							U	negative	field/plot/site	large	model selection	multivariate	AIC		none	none	none	none	basic	6	occupancy	0	0	0
56	4	primary	medium	United Kingdom	England	arable	farmland	arable	1998	2003	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	refuge/grass margins		occupancy	presence/absence	NA	NA			NA	NA							U	negative	field/plot/site	large	model selection	multivariate	AIC		none	none	none	none	basic	6	occupancy	0	0	0
56	5	primary	medium	United Kingdom	England	arable	farmland	arable	1998	2003	semi-experimental	lapwing	N	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	between year change in maximum count	NA	NA			NA	NA							N	none	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	basic	6	abundance	0	0	0
57	1	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	4.54	5.49	number of individuals /100ha	calculated by *10	45.4	54.9	0.21						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	2	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	13.75	17.35	number of individuals /100ha	calculated by *10	137.5	173.53	0.26						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	3	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	2.81	5.03	number of individuals /100ha	calculated by *10	28.13	50.26	0.79						Y	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	1	0	1
57	4	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	14.55	15.56	number of individuals /100ha	calculated by *10	145.49	155.62	0.07						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	5	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/10ha)	4.37	2.03	number of individuals /100ha	calculated by *10	43.65	20.31	-0.53						N	negative	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	none	none	basic	1	abundance	0	0	0
57	6	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/10ha)	11.36	17.37	number of individuals /100ha	calculated by *10	113.64	173.67	0.53						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	none	none	basic	1	abundance	0	0	0
57	7	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/10ha)	5.35	6.75	number of individuals /100ha	calculated by *10	53.53	67.46	0.26						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	none	none	basic	1	abundance	0	0	0
57	8	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/10ha)	17.85	12.61	number of individuals /100ha	calculated by *10	178.47	126.08	-0.29						Y	negative	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	none	none	basic	1	abundance	0	1	-1
57	9	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	4.42	6	number of individuals /100ha	calculated by *10	44.21	60.03	0.36						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	10	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	14.14	16.92	number of individuals /100ha	calculated by *10	141.36	169.18	0.20						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	11	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	2.38	4.84	number of individuals /100ha	calculated by *10	23.78	48.44	1.04						Y	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	1	0	1
57	12	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (birds/10ha)	13.99	15.82	number of individuals /100ha	calculated by *10	139.87	158.22	0.13						N	positive	field/plot/site	medium	frequentist	multivariate	GLM	Y	none	none	applied	none	basic	1	abundance	0	0	0
57	13	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							Y	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	basic	1	abundance	1	0	1
57	14	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	basic	1	abundance	0	0	0
57	15	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	basic	1	abundance	0	0	0
57	16	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	basic	1	abundance	0	0	0
57	17	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	none	none	none	none	none	reduced	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	none	1	abundance	0	0	0
57	18	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	none	none	none	none	none	reduced	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	none	1	abundance	0	0	0
